County,Jurisdiction,Clerk,Address,Hours
SAGINAW,RICHLAND TOWNSHIP,RENEE R HERHOLD,"1180 NORTH HEMLOCK ROAD,HEMLOCK,MI,48626",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SAGINAW CITY,KRISTINE BOLZMAN,"231 S. WATER ST,SAGINAW,MI,48607",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SAGINAW CITY,KRISTINE BOLZMAN,"CITY HALL,1315 S WASHINGTON AVENUE - BACK PARKING LOT,SAGINAW,MI,48601",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SAGINAW CITY,KRISTINE BOLZMAN,"FINANCIAL PLUS CREDIT UNION,1837 BAGLEY STREET - USE ROBERTS STREET ENTRANCE,SAGINAW,MI,48601",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SAGINAW CITY,KRISTINE BOLZMAN,"FORDNEY PARK,GRATIOT AVENUE ENTRANCE,SAGINAW,MI,48602",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SAGINAW TOWNSHIP,LISA INGRAM,"155 N CENTER,SAGINAW,MI,48638",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SAGINAW TOWNSHIP,LISA INGRAM,"3211 MCCARTY,SAGINAW,MI,48603",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SAGINAW TOWNSHIP,LISA INGRAM,"4980 SHATTUCK RD,SAGINAW,MI,48603",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,ST CHARLES TOWNSHIP,REGINA SMITH,"1003 N Saginaw St,Slot on exterior of building.,St. Charles,MI,48655",24/7
SAGINAW,SPAULDING TOWNSHIP,MARK SEAMON,"5025 EAST ROAD,SAGINAW,MI,48601",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SWAN CREEK TOWNSHIP,LEON LARSEN,"11415 LAKEFIELD RD.,ST. CHARLES,MI,48655",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,SWAN CREEK TOWNSHIP,LEON LARSEN,"11415 LAKEFIELD RD.,ST.CHARLES,MI,48655",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,TAYMOUTH TOWNSHIP,NADINE BOSLEY,"4343 E BIRCH RUN RD,BIRCH RUN,MI,48415",MONDAY A;TUESDAY A;WEDNESDAY A;THURSDAY A;FRIDAY A;
SAGINAW,THOMAS TOWNSHIP,KATIE MCDONALD,"249 N MILLER RD,SAGINAW,MI,48609",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,TITTABAWASSEE TOWNSHIP,DONALD HEMGESBERG,"145 S. 2ND STREET,FREELAND,MI,48623",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,ZILWAUKEE CITY,RICHARD DELONG,"319 TITTABAWASSEE,SAGINAW,MI,48604",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,ZILWAUKEE TOWNSHIP,TINA GUTIERREZ,"6189 SHERMAN RD,SAGINAW,MI,48604",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,ALGONAC CITY,LISA BORGACZ,"805 ST. CLAIR RIVER DRIVE,ALGONAC,MI,48001",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,BERLIN TOWNSHIP,KAREN KLOS,"740 CAPAC ROAD,ALLENTON,MI,48002",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,BROCKWAY TOWNSHIP,CHERYL WADSWORTH,"7645 SAYLES RD.,BROCKWAY,MI,48097",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,BURTCHVILLE TOWNSHIP,ROBERT BAILEY,"4000 BURTCH ROAD,BURTCHVILLE,MI,48059",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,CASCO TOWNSHIP,JENNIFER  ANDERSEN,"4512 MELDRUM ROAD,DRIVE UP DROP BOX,CASCO,MI,48064",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,CHINA TOWNSHIP,SHARON MARTIN,"4560 INDIAN TRAIL,CHINA,MI,48054",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,CLAY TOWNSHIP,TANYA HOGAN,"4710 POINTE TREMBLE,CLAY TOWNSHIP,MI,48001",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,CLYDE TOWNSHIP,STACEY SMITH,"3350 VINCENT ROAD,NORTH STREET,MI,48049",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,COLUMBUS TOWNSHIP,ANGIE BIRINGER,"1732 BAUMAN,COLUMBUS,MI,48063",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,COTTRELLVILLE TOWNSHIP,ANGELA BRELINSKI,"7008 MARSH RD,COTTRELLVILLE TOWNSHIP,MI,48039",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,EAST CHINA TOWNSHIP,SANDRA  SMITH ,"5111 River Road,East China,MI,48054",24/7
ST CLAIR,EAST CHINA TOWNSHIP,SANDRA  SMITH ,"5111 RIVER ROAD,EAST CHINA,MI,48054",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,EMMETT TOWNSHIP,STEPHANIE JACKSON,"11100 DUNNIGAN RD,EMMETT,MI,48022",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,FORT GRATIOT TOWNSHIP,ROBERT BUECHLER,"3720 KEEWAHDIN ROAD,FORT GRATIOT,MI,48059",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,GRANT TOWNSHIP,NANCY SHARUM,"7942 WILDCAT ROAD,JEDDO,MI,48032",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,GREENWOOD TOWNSHIP,SONYA OBRIEN,"9025 YALE ROAD,GREENWOOD,MI,48006",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,IRA TOWNSHIP,JEAN CORBAT,"7085 MELDRUM ROAD,FAIR HAVEN,MI,48023",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,IRA TOWNSHIP,JEAN CORBAT,"7085 MELDRUM ROAD,FAIR HAVEN,MI,48023",MONDAY 7:00AM - 12:00PM AND 1:00PM - 5:00PM;TUESDAY 7:00AM - 12:00PM AND 1:00PM - 5:00PM;WEDNESDAY 7:00AM - 12:00PM AND 1:00PM - 5:00PM;THURSDAY 7:00AM - 12:00PM AND 1:00PM - 5:00PM;
ST CLAIR,KENOCKEE TOWNSHIP,JENNIFER FRANCEK,"4200 KILGORE RD,AVOCA,MI,48006",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,KIMBALL TOWNSHIP,BECKY WRUBEL,"2160 WADHAMS ROAD,KIMBALL,MI,48074",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,LYNN TOWNSHIP,ANNETTE FERRETT,"13995 YALE RD.,LYNN TOWNSHIP,MI,48097",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,MARINE CITY CITY,JASON BELL,"260 SOUTH PARKER STREET,MARINE CITY,MI,48039",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,MARYSVILLE CITY,RENE' STOIA,"1255 DELAWARE AVE,MARYSVILLE,MI,48040",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MACOMB,MEMPHIS CITY,DONNA JANSSENS,"80375 MAIN STREET,MEMPHIS,MI,48041",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,MUSSEY TOWNSHIP,MONICA STANDEL,"4331 CAPAC RD,CAPAC,MI,48014",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,PORT HURON CITY,CYNDEE JONSECK,"100 MCMORRAN BOULEVARD,NORTH PARKING LOT,PORT HURON,MI,48060",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,PORT HURON CITY,CYNDEE JONSECK,"1400 - 10TH STREET,PORT HURON FIRE STATION #1,PORT HURON,MI,48060",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,PORT HURON CITY,CYNDEE JONSECK,"2829 ARMOUR STREET,PALMER PARK REC CENTER,PORT HURON,MI,48060",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,PORT HURON TOWNSHIP,BENITA E DAVIS,"3800 LAPEER RD,PORT HURON,MI,48060",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,RILEY TOWNSHIP,PATRICIA GONDERT,"13042 BELLE RIVER RD,RILEY,MI,48041",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,ST CLAIR CITY,ANNETTE STURDY,"547 N. Carney Drive,N/A,St Clair,MI,48079",24/7
ST CLAIR,ST CLAIR TOWNSHIP,BONNIE DINARDO,"1539 S BARTLETT RD,SAINT CLAIR,MI,48079",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,WALES TOWNSHIP,CYNTHIA BOBCEAN,"1372 WALES CENTER ROAD,WALES,MI,48027",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST CLAIR,YALE CITY,ASHLEY ALDEA,"111 WEST MECHANIC ST,YALE,MI,48097",MONDAY 8:30AM - 4:30PM;TUESDAY 8:30AM - 4:30PM;WEDNESDAY 8:00AM - 4:30PM;THURSDAY 8:30AM - 12:00PM;FRIDAY 8:30AM - 4:30PM;
ST JOSEPH,BURR OAK TOWNSHIP,ASHLEY GARL,"208 W. FRONT ST,BURR OAK,MI,49030",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,COLON TOWNSHIP,NATALIE A. WYANT,"132 N. BLACKSTONE AVENUE,COLON,MI,49040",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,CONSTANTINE TOWNSHIP,MARCIA SKELTON,"67125 US 131 BUS RT,CONSTANTINE,MI,49042",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,FABIUS TOWNSHIP,CAROL WILKINS,"13108 BROADWAY RD,THREE RIVERS,MI,49093",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,FAWN RIVER TOWNSHIP,AMMARA KANJANAYOTHEE,"31194 FAWN RIVER RD.,STURGIS,MI,49091",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,FLORENCE TOWNSHIP,KAYLA MILLER,"64010 BURGENER RD, CONSTANTINE, MI 49042, USA,CONSTANTINE,MI,49042",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,FLOWERFIELD TOWNSHIP,TERESA IVES,"12020 M 216 HWY,MARCELLUS,MI,49067",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,LEONIDAS TOWNSHIP,JULIE CENSKE,"53312 FULTON RD,LEONIDAS,MI,49066",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,LOCKPORT TOWNSHIP,THERESA GHERNA-ANKNEY,"58982 HOLTOM RD,THREE RIVERS,MI,49093",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,MENDON TOWNSHIP,DONNA CUPP,"136 W. MAIN STREET,MENDON,MI,49072",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,MOTTVILLE TOWNSHIP,SHERRY MEDFORD,"68596 THOMAS RD,MOTTVILLE,MI,49099",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,NOTTAWA TOWNSHIP,BRET D LUTZ,"112 SOUTH CLARK STREET,CENTREVILLE,MI,49032",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,PARK TOWNSHIP,LARI J ROBERTS,"53640 PARKVILLE ROAD,THREE RIVERS,MI,49093",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,SHERMAN TOWNSHIP,PHYLLIS LUNG,"64962 BALK RD,STURGIS,MI,49091",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,STURGIS CITY,KENNETH RHODES,"130 N NOTTAWA STREET,STURGIS,MI,49091",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,STURGIS TOWNSHIP,MARK E.  BOWEN,"26015 US 12,STURGIS,MI,49091",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,THREE RIVERS CITY,LESLIE WILSON,"333 W MICHIGAN AVE,THREE RIVERS,MI,49093",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ST JOSEPH,WHITE PIGEON TOWNSHIP,LACIE PLETCHER,"16975 US 12,WHITE PIGEON,MI,49099",
SANILAC,ARGYLE TOWNSHIP,JENNIFER GRIFKA,"5018 UBLY RD,SNOVER,MI,48472",
SANILAC,AUSTIN TOWNSHIP,KAREN HEILIG,"8321 SOUTH UBLY ROAD,UBLY,MI,48475",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,BRIDGEHAMPTON TOWNSHIP,MARY BOKACH,"491 NORTH RUTH ROAD,CARSONVILLE,MI,48419",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,BROWN CITY CITY,STEPHANIE STIMSON,"4205 MAIN ST,BROWN CITY,MI,48416",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,BUEL TOWNSHIP,TINA GORDON,"2565 HALL RD,P.O. BOX 131,CROSWELL,MI,48422",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,CROSWELL CITY,ANDREA HOLBROOK,"100 N HOWARD AVE,CROSWELL,MI,48422",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,CUSTER TOWNSHIP,NANCY RICH,"613 E.  FORESTER RD,SANDUSKY,MI,48471",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,DELAWARE TOWNSHIP,MICHAEL ERDMAN,"7979 MAPLE GROVE,MINDEN CITY,MI,48456",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,ELK TOWNSHIP,WANDA GRIFKA,"105 E GRIFFIN RD,DROP BOX,PECK,MI,48466",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,ELK TOWNSHIP,WANDA GRIFKA,"29 E LAPEER ST,DROP BOX,PECK,MI,48466",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,ELMER TOWNSHIP,HEATHER BAUMEISTER,"1045 WEST MILLER ROAD,SANDUSKY,MI,48471",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
SANILAC,EVERGREEN TOWNSHIP,RANDY SEVERANCE,"5514 SHABBONA RD,DECKER,MI,48426",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,FLYNN TOWNSHIP,ROBERT VINANDE,"4934 BAILEY ROAD,BROWN CITY,MI,48416",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,FORESTER TOWNSHIP,MARJORIE J. HOENICKE,"5680 DECKERVILLE ROAD,DECKERVILLE,MI,48427",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,GREENLEAF TOWNSHIP,KAYLENE STINE,"6435 BAY CITY FORESTVILLE ROAD,CASS CITY,MI,48726",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,LEXINGTON TOWNSHIP,KATHERINE PARADOSKI,"7227 HURON AVE,LEXINGTON,MI,48450",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,MAPLE VALLEY TOWNSHIP,JANICE BARTLE,"6810 MOWERSON ROAD,BROWN CITY,MI,48416",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,MARION TOWNSHIP,DEBBIE WILLIAMSON,"3451 MAIN STREET,DECKERVILLE,MI,48427",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,MARLETTE CITY,REBECCA SLATER,"6436 Morris St.,Marlette,MI,48453",24/7
SANILAC,MINDEN TOWNSHIP,DARCY L LIPSKEY,"1657 MAIN STREET,MINDEN CITY,MI,48456",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,MOORE TOWNSHIP,NAYSA HEILIG,"1536 MAIN ST,SNOVER,MI,48472",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
SANILAC,SANDUSKY CITY,LAURIE BURNS,"26 WEST SPEAKER,SANDUSKY,MI,48471",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,SANILAC TOWNSHIP,SUZANNE SHAGENA,"20 N RIDGE ST,PORT SANILAC,MI,48469",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,SPEAKER TOWNSHIP,MICHELLE BROWN,"7630 BROCKWAY ROAD,MELVIN,MI,48454",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,WASHINGTON TOWNSHIP,NICK LIEN,"2520 HYDE ROAD,CARSONVILLE,MI,48419",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,WATERTOWN TOWNSHIP,TAMMY J ROSS,"2630 S SANDUSKY RD,SANDUSKY,MI,48471",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,WHEATLAND TOWNSHIP,SCOTT CAMERON,"4493 CHEVINGTON RD,DECKERVILLE,MI,48427",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SANILAC,WORTH TOWNSHIP,STEVEN KOVAC,"6903 LAKESHORE RD,LEXINGTON,MI,48450",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SCHOOLCRAFT,HIAWATHA TOWNSHIP,KELLY MATCHINSKI,"1595N STATE HIGHWAY M94,MANISTIQUE,MI,49854",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SCHOOLCRAFT,MANISTIQUE CITY,TAYLOR TREECE,"300 NORTH MAPLE STREET,MANISTIQUE,MI,49854",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SCHOOLCRAFT,MANISTIQUE TOWNSHIP,MELISSA WOOD,"616N RIVER ROAD,MANISTIQUE,MI,49854",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SHIAWASSEE,ANTRIM TOWNSHIP,RITA HOOLEY,"12014 S BANCROFT RD,MORRICE,MI,48857",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SHIAWASSEE,BENNINGTON TOWNSHIP,DONNA ASH,"5849 S. M-52,OWOSSO,MI,48867",
